PSDI,InChi,LogS (log(mol/L)),LogS Temperature (C),LogS Solvent InChi,HLC (mol m-3 Pa-1),HLC Temperature (C),HLC Solvent InChi,Source,Citation,Master Version
PSDI00392E,InChI=1S/C12H3Cl7/c13-5-1-2-6(14)10(17)8(5)4-3-7(15)11(18)12(19)9(4)16/h1-3H,-8.59,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI00392E,InChI=1S/C12H3Cl7/c13-5-1-2-6(14)10(17)8(5)4-3-7(15)11(18)12(19)9(4)16/h1-3H,,,,0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI003931,InChI=1S/C12H4Cl6/c13-7-1-5(2-8(14)11(7)17)6-3-9(15)12(18)10(16)4-6/h1-4H,-8.85,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI003931,InChI=1S/C12H4Cl6/c13-7-1-5(2-8(14)11(7)17)6-3-9(15)12(18)10(16)4-6/h1-4H,,,,0.08,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/AC0604742,0.0.8
PSDI003932,InChI=1S/C12H2Cl8/c13-5-1-3(7(15)11(19)9(5)17)4-2-6(14)10(18)12(20)8(4)16/h1-2H,-9.16,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI003932,InChI=1S/C12H2Cl8/c13-5-1-3(7(15)11(19)9(5)17)4-2-6(14)10(18)12(20)8(4)16/h1-2H,-9.16,25.0,InChI=1S/H2O/h1H2,,,,Delaney2004,"J. Chem. Inf. Comput. Sci. 2004, 44, 3, 1000-1005",0.0.7
PSDI003932,InChI=1S/C12H2Cl8/c13-5-1-3(7(15)11(19)9(5)17)4-2-6(14)10(18)12(20)8(4)16/h1-2H,,,,0.1,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI003933,InChI=1S/C12H3Cl7/c13-6-1-4(2-7(14)10(6)17)5-3-8(15)11(18)12(19)9(5)16/h1-3H,-8.72,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI003933,InChI=1S/C12H3Cl7/c13-6-1-4(2-7(14)10(6)17)5-3-8(15)11(18)12(19)9(5)16/h1-3H,,,,0.08,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/AC0604742,0.0.8
PSDI003934,InChI=1S/C12H4Cl6/c13-7-2-1-6(10(16)12(7)18)5-3-8(14)11(17)9(15)4-5/h1-4H,-9.1,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI003934,InChI=1S/C12H4Cl6/c13-7-2-1-6(10(16)12(7)18)5-3-8(14)11(17)9(15)4-5/h1-4H,,,,0.06,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/AC0604742,0.0.8
PSDI003935,InChI=1S/C12H5Cl5/c13-8-3-1-2-7(11(8)16)6-4-9(14)12(17)10(15)5-6/h1-5H,-7.41,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI003935,InChI=1S/C12H5Cl5/c13-8-3-1-2-7(11(8)16)6-4-9(14)12(17)10(15)5-6/h1-5H,,,,0.16,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES00156A005,0.0.8
PSDI00393A,InChI=1S/C12H3Cl7/c13-4-1-5(14)9(6(15)2-4)10-11(18)7(16)3-8(17)12(10)19/h1-3H,-8.49,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI00393A,InChI=1S/C12H3Cl7/c13-4-1-5(14)9(6(15)2-4)10-11(18)7(16)3-8(17)12(10)19/h1-3H,,,,0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE0000266,0.0.8
PSDI00393B,InChI=1S/C12H2Cl8/c13-3-1-6(16)11(19)12(20)7(3)8-9(17)4(14)2-5(15)10(8)18/h1-2H,-9.2,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI00393B,InChI=1S/C12H2Cl8/c13-3-1-6(16)11(19)12(20)7(3)8-9(17)4(14)2-5(15)10(8)18/h1-2H,,,,0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE0000266,0.0.8
PSDI00393C,InChI=1S/C12H3Cl7/c13-5-2-7(15)6(14)1-4(5)10-11(18)8(16)3-9(17)12(10)19/h1-3H,-8.94,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI00393C,InChI=1S/C12H3Cl7/c13-5-2-7(15)6(14)1-4(5)10-11(18)8(16)3-9(17)12(10)19/h1-3H,-7.94,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI00393C,InChI=1S/C12H3Cl7/c13-5-2-7(15)6(14)1-4(5)10-11(18)8(16)3-9(17)12(10)19/h1-3H,,,,0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE0000266,0.0.8
PSDI00393E,InChI=1S/C12H4Cl6/c13-5-1-7(15)11(8(16)2-5)12-9(17)3-6(14)4-10(12)18/h1-4H,-8.78,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI00393E,InChI=1S/C12H4Cl6/c13-5-1-7(15)11(8(16)2-5)12-9(17)3-6(14)4-10(12)18/h1-4H,-8.79,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI00393E,InChI=1S/C12H4Cl6/c13-5-1-7(15)11(8(16)2-5)12-9(17)3-6(14)4-10(12)18/h1-4H,-8.95,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI00393E,InChI=1S/C12H4Cl6/c13-5-1-7(15)11(8(16)2-5)12-9(17)3-6(14)4-10(12)18/h1-4H,-8.71,25.0,InChI=1S/H2O/h1H2,,,,Delaney2004,"J. Chem. Inf. Comput. Sci. 2004, 44, 3, 1000-1005",0.0.7
PSDI00393E,InChI=1S/C12H4Cl6/c13-5-1-7(15)11(8(16)2-5)12-9(17)3-6(14)4-10(12)18/h1-4H,,,,0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES00169A013,0.0.8
PSDI00393F,InChI=1S/C12H3Cl7/c13-4-1-2-5(14)10(17)8(4)9-6(15)3-7(16)11(18)12(9)19/h1-3H,-8.15,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI00393F,InChI=1S/C12H3Cl7/c13-4-1-2-5(14)10(17)8(4)9-6(15)3-7(16)11(18)12(9)19/h1-3H,,,,0.11,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES00156A005,0.0.8
PSDI003940,InChI=1S/C12H4Cl6/c13-6-1-2-7(14)12(18)11(6)5-3-9(16)10(17)4-8(5)15/h1-4H,-8.65,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI003940,InChI=1S/C12H4Cl6/c13-6-1-2-7(14)12(18)11(6)5-3-9(16)10(17)4-8(5)15/h1-4H,-7.93,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI003940,InChI=1S/C12H4Cl6/c13-6-1-2-7(14)12(18)11(6)5-3-9(16)10(17)4-8(5)15/h1-4H,,,,0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI003941,InChI=1S/C12H4Cl6/c13-7-4-9(15)8(14)3-6(7)5-1-10(16)12(18)11(17)2-5/h1-4H,-8.21,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI003941,InChI=1S/C12H4Cl6/c13-7-4-9(15)8(14)3-6(7)5-1-10(16)12(18)11(17)2-5/h1-4H,,,,0.08,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/AC0604742,0.0.8
PSDI003942,InChI=1S/C12H3Cl7/c13-4-1-6(14)9(7(15)2-4)5-3-8(16)11(18)12(19)10(5)17/h1-3H,-8.68,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI003942,InChI=1S/C12H3Cl7/c13-4-1-6(14)9(7(15)2-4)5-3-8(16)11(18)12(19)10(5)17/h1-3H,,,,0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI003943,InChI=1S/C12H3Cl7/c13-6-3-8(15)7(14)1-4(6)5-2-9(16)11(18)12(19)10(5)17/h1-3H,-8.01,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI003943,InChI=1S/C12H3Cl7/c13-6-3-8(15)7(14)1-4(6)5-2-9(16)11(18)12(19)10(5)17/h1-3H,,,,0.03,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE0000266,0.0.8
PSDI003944,InChI=1S/C12H4Cl6/c13-5-1-10(17)12(11(18)2-5)6-3-8(15)9(16)4-7(6)14/h1-4H,-8.12,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI003944,InChI=1S/C12H4Cl6/c13-5-1-10(17)12(11(18)2-5)6-3-8(15)9(16)4-7(6)14/h1-4H,,,,0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE0000266,0.0.8
PSDI003945,InChI=1S/C12H4Cl6/c13-7-3-11(17)9(15)1-5(7)6-2-10(16)12(18)4-8(6)14/h1-4H,-8.56,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI003945,InChI=1S/C12H4Cl6/c13-7-3-11(17)9(15)1-5(7)6-2-10(16)12(18)4-8(6)14/h1-4H,-8.57,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI003945,InChI=1S/C12H4Cl6/c13-7-3-11(17)9(15)1-5(7)6-2-10(16)12(18)4-8(6)14/h1-4H,-8.58,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI003945,InChI=1S/C12H4Cl6/c13-7-3-11(17)9(15)1-5(7)6-2-10(16)12(18)4-8(6)14/h1-4H,-8.56,25.0,InChI=1S/H2O/h1H2,,,,Delaney2004,"J. Chem. Inf. Comput. Sci. 2004, 44, 3, 1000-1005",0.0.7
PSDI003945,InChI=1S/C12H4Cl6/c13-7-3-11(17)9(15)1-5(7)6-2-10(16)12(18)4-8(6)14/h1-4H,,,,0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE0000266,0.0.8
PSDI003948,InChI=1S/C12H5Cl5/c13-7-4-10(16)12(11(17)5-7)6-1-2-8(14)9(15)3-6/h1-5H,-7.91,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI003948,InChI=1S/C12H5Cl5/c13-7-4-10(16)12(11(17)5-7)6-1-2-8(14)9(15)3-6/h1-5H,,,,0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI00394A,InChI=1S/C12H4Cl6/c13-7-2-1-5(11(17)12(7)18)6-3-9(15)10(16)4-8(6)14/h1-4H,-8.36,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI00394A,InChI=1S/C12H4Cl6/c13-7-2-1-5(11(17)12(7)18)6-3-9(15)10(16)4-8(6)14/h1-4H,-8.35,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI00394A,InChI=1S/C12H4Cl6/c13-7-2-1-5(11(17)12(7)18)6-3-9(15)10(16)4-8(6)14/h1-4H,-8.38,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI00394A,InChI=1S/C12H4Cl6/c13-7-2-1-5(11(17)12(7)18)6-3-9(15)10(16)4-8(6)14/h1-4H,,,,0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE0000266,0.0.8
PSDI00394C,InChI=1S/C12H5Cl5/c13-8-3-1-2-6(12(8)17)7-4-10(15)11(16)5-9(7)14/h1-5H,-7.14,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI00394C,InChI=1S/C12H5Cl5/c13-8-3-1-2-6(12(8)17)7-4-10(15)11(16)5-9(7)14/h1-5H,-7.13,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI00394C,InChI=1S/C12H5Cl5/c13-8-3-1-2-6(12(8)17)7-4-10(15)11(16)5-9(7)14/h1-5H,-7.06,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI00394C,InChI=1S/C12H5Cl5/c13-8-3-1-2-6(12(8)17)7-4-10(15)11(16)5-9(7)14/h1-5H,-7.21,25.0,InChI=1S/H2O/h1H2,,,,Delaney2004,"J. Chem. Inf. Comput. Sci. 2004, 44, 3, 1000-1005",0.0.7
PSDI00394C,InChI=1S/C12H5Cl5/c13-8-3-1-2-6(12(8)17)7-4-10(15)11(16)5-9(7)14/h1-5H,,,,0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI00394D,InChI=1S/C12H7Cl3/c13-9-6-10(14)12(11(15)7-9)8-4-2-1-3-5-8/h1-7H,-6.09,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI00394D,InChI=1S/C12H7Cl3/c13-9-6-10(14)12(11(15)7-9)8-4-2-1-3-5-8/h1-7H,-6.07,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI00394D,InChI=1S/C12H7Cl3/c13-9-6-10(14)12(11(15)7-9)8-4-2-1-3-5-8/h1-7H,-6.01,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI00394D,InChI=1S/C12H7Cl3/c13-9-6-10(14)12(11(15)7-9)8-4-2-1-3-5-8/h1-7H,,,,0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES00169A013,0.0.8
PSDI00394E,InChI=1S/C12H6Cl4/c13-7-5-10(15)12(11(16)6-7)8-3-1-2-4-9(8)14/h1-6H,-6.65,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI00394E,InChI=1S/C12H6Cl4/c13-7-5-10(15)12(11(16)6-7)8-3-1-2-4-9(8)14/h1-6H,,,,0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE0000266,0.0.8
PSDI00394F,InChI=1S/C12H6Cl4/c13-9-4-2-1-3-7(9)8-5-11(15)12(16)6-10(8)14/h1-6H,-7.25,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI00394F,InChI=1S/C12H6Cl4/c13-9-4-2-1-3-7(9)8-5-11(15)12(16)6-10(8)14/h1-6H,,,,0.03,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI003950,InChI=1S/C12H2Cl8/c13-3-1-4(7(15)5(14)2-3)6-8(16)10(18)12(20)11(19)9(6)17/h1-2H,-9.42,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI003950,InChI=1S/C12H2Cl8/c13-3-1-4(7(15)5(14)2-3)6-8(16)10(18)12(20)11(19)9(6)17/h1-2H,,,,0.7,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES00081A021,0.0.8
PSDI003952,InChI=1S/C12H3Cl7/c13-4-1-5(10(17)6(14)2-4)9-11(18)7(15)3-8(16)12(9)19/h1-3H,-8.59,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI003952,InChI=1S/C12H3Cl7/c13-4-1-5(10(17)6(14)2-4)9-11(18)7(15)3-8(16)12(9)19/h1-3H,,,,0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI003953,InChI=1S/C12H2Cl8/c13-3-1-4(14)10(18)7(9(3)17)8-11(19)5(15)2-6(16)12(8)20/h1-2H,-9.27,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI003953,InChI=1S/C12H2Cl8/c13-3-1-4(14)10(18)7(9(3)17)8-11(19)5(15)2-6(16)12(8)20/h1-2H,-9.26,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI003953,InChI=1S/C12H2Cl8/c13-3-1-4(14)10(18)7(9(3)17)8-11(19)5(15)2-6(16)12(8)20/h1-2H,-9.47,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI003953,InChI=1S/C12H2Cl8/c13-3-1-4(14)10(18)7(9(3)17)8-11(19)5(15)2-6(16)12(8)20/h1-2H,-9.15,25.0,InChI=1S/H2O/h1H2,,,,Delaney2004,"J. Chem. Inf. Comput. Sci. 2004, 44, 3, 1000-1005",0.0.7
PSDI003953,InChI=1S/C12H2Cl8/c13-3-1-4(14)10(18)7(9(3)17)8-11(19)5(15)2-6(16)12(8)20/h1-2H,,,,0.55,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES00081A021,0.0.8
PSDI003955,InChI=1S/C12H4Cl6/c13-5-3-6(11(17)9(16)4-5)10-7(14)1-2-8(15)12(10)18/h1-4H,-7.82,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI003955,InChI=1S/C12H4Cl6/c13-5-3-6(11(17)9(16)4-5)10-7(14)1-2-8(15)12(10)18/h1-4H,,,,0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI003956,InChI=1S/C12H3Cl7/c13-4-1-5(9(16)7(14)2-4)6-3-8(15)11(18)12(19)10(6)17/h1-3H,-9.1,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI003956,InChI=1S/C12H3Cl7/c13-4-1-5(9(16)7(14)2-4)6-3-8(15)11(18)12(19)10(6)17/h1-3H,,,,0.76,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES00081A021,0.0.8
PSDI003957,InChI=1S/C12H4Cl6/c13-5-1-7(12(18)11(17)2-5)6-3-9(15)10(16)4-8(6)14/h1-4H,-8.59,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI003957,InChI=1S/C12H4Cl6/c13-5-1-7(12(18)11(17)2-5)6-3-9(15)10(16)4-8(6)14/h1-4H,,,,0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI003959,InChI=1S/C12H5Cl5/c13-6-4-8(12(17)10(15)5-6)7-2-1-3-9(14)11(7)16/h1-5H,-6.96,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI003959,InChI=1S/C12H5Cl5/c13-6-4-8(12(17)10(15)5-6)7-2-1-3-9(14)11(7)16/h1-5H,,,,0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI003970,InChI=1S/C10HCl7/c11-2-1-3(12)6(13)5-4(2)7(14)9(16)10(17)8(5)15/h1H,-8.78,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI003970,InChI=1S/C10HCl7/c11-2-1-3(12)6(13)5-4(2)7(14)9(16)10(17)8(5)15/h1H,,,,2.4,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.ATMOSENV.2016.10.009,0.0.8
PSDI003974,InChI=1S/C12H4Cl6/c13-6-1-5(2-7(14)3-6)10-11(17)8(15)4-9(16)12(10)18/h1-4H,-8.27,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI003974,InChI=1S/C12H4Cl6/c13-6-1-5(2-7(14)3-6)10-11(17)8(15)4-9(16)12(10)18/h1-4H,,,,0.34,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES00081A021,0.0.8
PSDI003977,InChI=1S/C12H5Cl5/c13-7-1-6(2-8(14)3-7)9-4-11(16)12(17)5-10(9)15/h1-5H,-7.47,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
