PSDI,InChi,LogS (log(mol/L)),LogS Temperature (C),LogS Solvent InChi,Misc. MoleFraction,Misc. Temperature (C),Misc. Solvent InChi,Source,Citation,Master Version
PSDI001860,InChI=1S/CH4/h1H4,,,,0.0,0.27,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001860,InChI=1S/CH4/h1H4,,,,0.0,9.99,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001860,InChI=1S/CH4/h1H4,,,,0.0,20.01,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001860,InChI=1S/CH4/h1H4,,,,0.0,30.02,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001860,InChI=1S/CH4/h1H4,,,,0.0,40.02,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001860,InChI=1S/CH4/h1H4,,,,0.0,50.03,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001860,InChI=1S/CH4/h1H4,,,,0.0,59.98,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001860,InChI=1S/CH4/h1H4,,,,0.0,70.02,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001860,InChI=1S/CH4/h1H4,,,,0.0,80.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001860,InChI=1S/CH4/h1H4,,,,0.01,25.0,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001860,InChI=1S/CH4/h1H4,,,,0.0,30.0,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001860,InChI=1S/CH4/h1H4,,,,0.0,40.0,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001860,InChI=1S/CH4/h1H4,,,,0.0,50.0,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001860,InChI=1S/CH4/h1H4,,,,0.0,60.0,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001860,InChI=1S/CH4/h1H4,,,,0.01,0.0,"InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001860,InChI=1S/CH4/h1H4,,,,0.01,10.0,"InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001860,InChI=1S/CH4/h1H4,,,,0.01,20.0,"InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001860,InChI=1S/CH4/h1H4,,,,0.01,25.0,"InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001860,InChI=1S/CH4/h1H4,,,,0.0,30.0,"InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001860,InChI=1S/CH4/h1H4,,,,0.0,40.0,"InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001860,InChI=1S/CH4/h1H4,,,,0.0,50.0,"InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001860,InChI=1S/CH4/h1H4,,,,0.0,60.0,"InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001860,InChI=1S/CH4/h1H4,,,,0.0,70.0,"InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001860,InChI=1S/CH4/h1H4,,,,0.01,10.0,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001860,InChI=1S/CH4/h1H4,,,,0.01,20.0,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001860,InChI=1S/CH4/h1H4,,,,0.01,25.0,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001860,InChI=1S/CH4/h1H4,,,,0.01,30.0,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001860,InChI=1S/CH4/h1H4,,,,0.0,40.0,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001860,InChI=1S/CH4/h1H4,,,,0.01,0.0,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001860,InChI=1S/CH4/h1H4,,,,0.01,10.0,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001860,InChI=1S/CH4/h1H4,,,,0.01,20.0,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001860,InChI=1S/CH4/h1H4,,,,0.01,25.0,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001860,InChI=1S/CH4/h1H4,,,,0.01,30.0,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001860,InChI=1S/CH4/h1H4,,,,0.01,40.0,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001860,InChI=1S/CH4/h1H4,,,,0.0,50.0,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001860,InChI=1S/CH4/h1H4,,,,0.0,60.0,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001860,InChI=1S/CH4/h1H4,,,,0.0,70.0,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001860,InChI=1S/CH4/h1H4,-0.9,25.0,InChI=1S/H2O/h1H2,,,,Delaney2004,"J. Chem. Inf. Comput. Sci. 2004, 44, 3, 1000-1005",0.0.7
PSDI00189C,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,,,,0.07,0.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI00189C,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,,,,0.07,5.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI00189C,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,,,,0.07,10.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI00189C,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,,,,0.07,15.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI00189C,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,,,,0.07,20.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI00189C,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,,,,0.07,25.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI00189C,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,,,,0.07,30.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI00189C,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,,,,0.07,35.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI00189C,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,,,,0.07,40.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI00189C,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,,,,0.08,50.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI00189C,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,,,,0.09,60.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI00189C,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,,,,0.14,80.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI00189C,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,,,,0.12,100.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI00189C,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,0.5,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI00189C,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,0.52,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI00189C,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,0.46,25.0,InChI=1S/H2O/h1H2,,,,Delaney2004,"J. Chem. Inf. Comput. Sci. 2004, 44, 3, 1000-1005",0.0.7
PSDI00189E,"InChI=1S/C4H6O2/c1-3-4(5)6-2/h3H,1H2,2H3",,,,0.01,15.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI00189E,"InChI=1S/C4H6O2/c1-3-4(5)6-2/h3H,1H2,2H3",,,,0.01,20.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI00189E,"InChI=1S/C4H6O2/c1-3-4(5)6-2/h3H,1H2,2H3",,,,0.01,25.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI00189E,"InChI=1S/C4H6O2/c1-3-4(5)6-2/h3H,1H2,2H3",-0.23,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI00189E,"InChI=1S/C4H6O2/c1-3-4(5)6-2/h3H,1H2,2H3",-0.24,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI00189E,"InChI=1S/C4H6O2/c1-3-4(5)6-2/h3H,1H2,2H3",-0.22,25.0,InChI=1S/H2O/h1H2,,,,Delaney2004,"J. Chem. Inf. Comput. Sci. 2004, 44, 3, 1000-1005",0.0.7
PSDI0018A3,"InChI=1S/C3H5ClO2/c1-6-3(5)2-4/h2H2,1H3",,,,0.01,0.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI0018A3,"InChI=1S/C3H5ClO2/c1-6-3(5)2-4/h2H2,1H3",,,,0.01,9.8,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI0018A3,"InChI=1S/C3H5ClO2/c1-6-3(5)2-4/h2H2,1H3",,,,0.01,19.8,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI0018A3,"InChI=1S/C3H5ClO2/c1-6-3(5)2-4/h2H2,1H3",,,,0.01,29.8,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI0018A3,"InChI=1S/C3H5ClO2/c1-6-3(5)2-4/h2H2,1H3",,,,0.01,39.5,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI0018A3,"InChI=1S/C3H5ClO2/c1-6-3(5)2-4/h2H2,1H3",,,,0.01,50.2,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI0018A3,"InChI=1S/C3H5ClO2/c1-6-3(5)2-4/h2H2,1H3",,,,0.01,60.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
