PSDI,InChi,HLC (mol m-3 Pa-1),HLC Temperature (C),HLC Solvent InChi,Source,Citation,Master Version
PSDI0039B5,InChI=1S/C12H8Cl2/c13-11-7-6-10(8-12(11)14)9-4-2-1-3-5-9/h1-8H,0.07,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES00081A021,0.0.8
PSDI0039B6,InChI=1S/C12H7Cl3/c13-8-5-6-10(12(15)7-8)9-3-1-2-4-11(9)14/h1-7H,0.03,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI0039B7,InChI=1S/C12H8Cl2/c13-10-7-5-9(6-8-10)11-3-1-2-4-12(11)14/h1-8H,0.03,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE050308B,0.0.8
PSDI0039B8,InChI=1S/C12H7Cl3/c13-10-4-2-1-3-9(10)8-5-6-11(14)12(15)7-8/h1-7H,0.04,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI0039BD,InChI=1S/C12H3Cl7/c13-4-1-2-6(14)5(3-4)7-8(15)10(17)12(19)11(18)9(7)16/h1-3H,0.62,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES00081A021,0.0.8
PSDI0039BF,InChI=1S/C12H4Cl6/c13-5-1-2-7(14)6(3-5)10-11(17)8(15)4-9(16)12(10)18/h1-4H,0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI0039C0,InChI=1S/C12H3Cl7/c13-4-1-2-5(14)10(17)8(4)9-11(18)6(15)3-7(16)12(9)19/h1-3H,0.41,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES00081A021,0.0.8
PSDI0039C1,InChI=1S/C12H4Cl6/c13-5-1-2-7(14)6(3-5)10-8(15)4-9(16)11(17)12(10)18/h1-4H,0.07,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES00156A005,0.0.8
PSDI0039C2,InChI=1S/C12H5Cl5/c13-6-1-2-8(14)7(5-6)11-9(15)3-4-10(16)12(11)17/h1-5H,0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI0039C3,InChI=1S/C12H4Cl6/c13-5-1-3-7(15)11(17)9(5)10-6(14)2-4-8(16)12(10)18/h1-4H,0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI0039C4,InChI=1S/C12H6Cl4/c13-7-4-5-9(14)8(6-7)12-10(15)2-1-3-11(12)16/h1-6H,0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES00169A013,0.0.8
PSDI0039C5,InChI=1S/C12H5Cl5/c13-7-1-2-9(14)8(5-7)6-3-10(15)12(17)11(16)4-6/h1-5H,0.19,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES00156A005,0.0.8
PSDI0039C6,InChI=1S/C12H4Cl6/c13-5-1-2-8(14)6(3-5)7-4-9(15)11(17)12(18)10(7)16/h1-4H,0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI0039C7,InChI=1S/C12H5Cl5/c13-6-1-2-9(14)7(3-6)8-4-11(16)12(17)5-10(8)15/h1-5H,0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1007/S00244-018-0577-Z,0.0.8
PSDI0039C8,InChI=1S/C12H5Cl5/c13-6-1-2-10(15)8(3-6)9-4-7(14)5-11(16)12(9)17/h1-5H,0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI0039C9,InChI=1S/C12H6Cl4/c13-7-1-3-11(15)9(5-7)10-6-8(14)2-4-12(10)16/h1-6H,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1007/S00244-018-0577-Z,0.0.8
PSDI0039CA,InChI=1S/C12H6Cl4/c13-8-2-4-10(14)9(6-8)7-1-3-11(15)12(16)5-7/h1-6H,0.03,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI0039CB,InChI=1S/C12H5Cl5/c13-6-1-3-9(14)8(5-6)7-2-4-10(15)12(17)11(7)16/h1-5H,0.03,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE0000266,0.0.8
PSDI0039CC,InChI=1S/C12H6Cl4/c13-7-4-5-10(14)9(6-7)8-2-1-3-11(15)12(8)16/h1-6H,0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1007/S00244-018-0577-Z,0.0.8
PSDI0039CD,InChI=1S/C12H8Cl2/c13-10-6-7-12(14)11(8-10)9-4-2-1-3-5-9/h1-8H,0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1002/ETC.5620111109,0.0.8
PSDI0039CE,InChI=1S/C12H7Cl3/c13-9-6-7-10(14)12(15)11(9)8-4-2-1-3-5-8/h1-7H,0.03,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI0039CF,InChI=1S/C12H7Cl3/c13-8-5-6-12(15)10(7-8)9-3-1-2-4-11(9)14/h1-7H,0.29,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1007/S00244-018-0577-Z,0.0.8
PSDI003A0B,InChI=1S/C12H4Cl6/c13-6-3-1-2-5(10(6)16)9-11(17)7(14)4-8(15)12(9)18/h1-4H,0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI003A0C,InChI=1S/C12H4Cl6/c13-6-3-1-2-5(10(6)16)9-7(14)4-8(15)11(17)12(9)18/h1-4H,0.15,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES00156A005,0.0.8
PSDI003A0E,InChI=1S/C12H5Cl5/c13-7-4-5-9(15)12(17)10(7)6-2-1-3-8(14)11(6)16/h1-5H,0.06,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES00156A005,0.0.8
PSDI003A0F,InChI=1S/C12H7Cl3/c13-9-4-1-3-8(7-9)12-10(14)5-2-6-11(12)15/h1-7H,0.04,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES00156A005,0.0.8
PSDI003A10,InChI=1S/C12H6Cl4/c13-8-4-2-5-9(14)11(8)7-3-1-6-10(15)12(7)16/h1-6H,0.03,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI003A11,InChI=1S/C12H4Cl6/c13-7-3-1-2-5(9(7)15)6-4-8(14)11(17)12(18)10(6)16/h1-4H,0.34,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES00081A021,0.0.8
PSDI003A12,InChI=1S/C12H6Cl4/c13-8-3-1-2-7(4-8)9-5-11(15)12(16)6-10(9)14/h1-6H,0.1,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES00081A021,0.0.8
PSDI003A13,InChI=1S/C12H7Cl3/c13-9-3-1-2-8(6-9)11-7-10(14)4-5-12(11)15/h1-7H,0.04,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI003A15,InChI=1S/C12H6Cl4/c13-9-5-1-3-7(11(9)15)8-4-2-6-10(14)12(8)16/h1-6H,0.04,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI003A16,InChI=1S/C12H8Cl2/c13-11-8-4-7-10(12(11)14)9-5-2-1-3-6-9/h1-8H,0.04,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI003A17,InChI=1S/C12H8Cl2/c13-10-5-3-4-9(8-10)11-6-1-2-7-12(11)14/h1-8H,0.04,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI003A18,InChI=1S/C6H4Cl2/c7-5-2-1-3-6(8)4-5/h1-4H,0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI003A19,InChI=1S/C12H6Cl4/c13-7-3-1-4-8(14)11(7)12-9(15)5-2-6-10(12)16/h1-6H,0.05,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES00081A021,0.0.8
PSDI003A23,InChI=1S/C12H6Cl4/c13-8-4-2-1-3-7(8)11-9(14)5-6-10(15)12(11)16/h1-6H,0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI003A24,InChI=1S/C12H7Cl3/c13-9-5-2-1-4-8(9)12-10(14)6-3-7-11(12)15/h1-7H,0.03,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI003A25,InChI=1S/C12H6Cl4/c13-9-4-2-1-3-8(9)7-5-10(14)12(16)11(15)6-7/h1-6H,0.08,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES00156A005,0.0.8
PSDI003A27,InChI=1S/C12H6Cl4/c13-9-4-2-1-3-7(9)8-5-6-10(14)12(16)11(8)15/h1-6H,0.05,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES00156A005,0.0.8
PSDI003A28,InChI=1S/C12H7Cl3/c13-10-6-2-1-4-8(10)9-5-3-7-11(14)12(9)15/h1-7H,0.04,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI003A67,"InChI=1S/C8H4F13I/c9-3(10,1-2-22)4(11,12)5(13,14)6(15,16)7(17,18)8(19,20)21/h1-2H2",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.HAZL.2022.100070,0.0.8
PSDI003A6E,"InChI=1S/C3H2ClF5O/c4-1(5)3(8,9)10-2(6)7/h1-2H",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0378-4347(00)82845-5,0.0.8
PSDI003C42,"InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3,5-9,11-12H,1-2H2",1200000000.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.5194/ACP-21-12141-2021,0.0.8
PSDI003CC1,"InChI=1S/C5H8O4/c6-4(7)2-1-3-5(8)9/h1-3H2,(H,6,7)(H,8,9)",19000000.0,25.0,InChI=1S/H2O/h1H2,Sander2023,Determination of the Henry coefficients for organic aerosol components,0.0.8
PSDI003E26,InChI=1S/C6H12N2O/c9-7-8-5-3-1-2-4-6-8/h1-6H2,43.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1093/JNCI/56.6.1125,0.0.8
PSDI003E92,InChI=1S/C6H4ClNO2/c7-5-2-1-3-6(4-5)8(9)10/h1-4H,1.4,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.WATRES.2017.04.074,0.0.8
PSDI003F1F,"InChI=1S/C8H5F13O/c9-3(10,1-2-22)4(11,12)5(13,14)6(15,16)7(17,18)8(19,20)21/h22H,1-2H2",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.HAZL.2022.100070,0.0.8
PSDI00EB91,"InChI=1S/C9H14N2/c1-4-8-9(5-2)11-7(3)6-10-8/h6H,4-5H2,1-3H3",0.81,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JF9702508,0.0.8
PSDI01AFC5,InChI=1S/H2/h1H/i1+1D,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1007/BF00644273,0.0.8
PSDI01AFC6,InChI=1S/NO/c1-2,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/AC50061A029,0.0.8
PSDI01AFC7,InChI=1S/NO3/c2-1(3)4,0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1023/A:1005860312363,0.0.8
PSDI01AFC8,InChI=1S/N2O3/c3-1-2(4)5,0.25,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1252/JCEJ.11.25,0.0.8
PSDI01AFC9,"InChI=1S/HNO2/c2-1-3/h(H,2,3)",0.47,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1039/A800458G,0.0.8
PSDI01AFCA,InChI=1S/HNO4/c2-1(3)5-4/h4H,39.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1007/978-3-642-61445-3_3,0.0.8
PSDI01AFCB,InChI=1S/F3N/c1-4(2)3,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1039/DT9730002722,0.0.8
PSDI01AFCC,InChI=1S/F4N2/c1-5(2)6(3)4,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1039/DT9730002722,0.0.8
PSDI01AFCD,InChI=1S/ClHO/c1-2/h2H,9.1,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/0043-1354(92)90117-M,0.0.8
PSDI01AFCE,InChI=1S/ClO2/c2-1-3,0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,"Absorption equilibria of chlorine dioxide. Solubility in water, carbon tetrachloride, sulphuric and acetic acid solutions",0.0.8
PSDI01AFCF,InChI=1S/ClH2N/c1-2/h2H2,0.92,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/0043-1354(84)90012-5,0.0.8
PSDI01AFD0,InChI=1S/Cl2HN/c1-3-2/h3H,0.28,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/0043-1354(84)90012-5,0.0.8
PSDI01AFD1,InChI=1S/Cl3N/c1-4(2)3,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/0043-1354(84)90012-5,0.0.8
PSDI01AFD2,InChI=1S/BrHO/c1-2/h2H,19.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/0043-1354(92)90117-M,0.0.8
PSDI01AFD3,InChI=1S/BrCl/c1-2,0.06,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0021-8502(00)00114-2,0.0.8
PSDI01AFD4,InChI=1S/H2S/h1H2/i/hD2,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1139/V71-116,0.0.8
PSDI01AFD5,InChI=1S/He,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1007/BF00685062,0.0.8
PSDI01AFD6,InChI=1S/Xe/i1+2,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/0020-708X(79)90156-X,0.0.8
PSDI01AFD7,InChI=1S/H3P/h1H3,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1007/S00343-013-2212-1,0.0.8
PSDI01AFD8,InChI=1S/Hg,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CHEMOSPHERE.2008.05.067,0.0.8
PSDI01AFD9,InChI=1S/2ClH.Hg/h2*1H;/q;;+2/p-2,1000.0,25.0,InChI=1S/H2O/h1H2,Sander2023,"Experimentelle Untersuchung der Desorption von Quecksilber und Quecksilberverbindungen aus w\assrigen L\""osungen""",0.0.8
PSDI01AFDA,"InChI=1S/C7H14/c1-7-5-3-2-4-6-7/h7H,2-6H2,1H3/i1D3,2D2,3D2,4D2,5D2,6D2,7D",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI01AFDB,"InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H/i1D,2D,3D,4D,5D,6D",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI01AFDC,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3/i1D3,2D,3D,4D,5D,6D",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI01AFDD,"InChI=1S/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3/i1D3,2D3,3D,4D,5D,6D",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI01AFDE,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3/i1D3,2D2,3D,4D,5D,6D,7D",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI01AFDF,"InChI=1S/C15H24/c1-11-8-12(14(2,3)4)10-13(9-11)15(5,6)7/h8-10H,1-7H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI01AFE0,"InChI=1S/C15H24/c1-10(2)13-7-5-11(3)14-8-6-12(4)15(14)9-13/h9,11-14H,1,5-8H2,2-4H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CHEMOSPHERE.2015.07.075,0.0.8
PSDI01AFE1,"InChI=1S/C15H24/c1-9(2)12-5-6-15(4)10(3)11-7-13(12)14(15)8-11/h9,11-14H,3,5-8H2,1-2,4H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CHEMOSPHERE.2015.07.075,0.0.8
PSDI01AFE2,"InChI=1S/C15H24/c1-10-6-7-11-13-12(10)15(11,4)9-5-8-14(13,2)3/h6,11-13H,5,7-9H2,1-4H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CHEMOSPHERE.2015.07.075,0.0.8
PSDI01AFE3,"InChI=1S/C15H24/c1-11-6-5-8-14(4)12-7-9-15(11,14)10-13(12,2)3/h6,12H,5,7-10H2,1-4H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CHEMOSPHERE.2015.07.075,0.0.8
PSDI01AFE4,"InChI=1S/C15H24/c1-11-6-5-8-14(4)12-7-9-15(11,14)10-13(12,2)3/h12H,1,5-10H2,2-4H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CHEMOSPHERE.2015.07.075,0.0.8
PSDI01AFE5,"InChI=1S/C15H24/c1-11-6-5-8-14(4)12-7-9-15(11,14)10-13(12,2)3/h5-6,11-12H,7-10H2,1-4H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CHEMOSPHERE.2015.07.075,0.0.8
PSDI01AFE6,"InChI=1S/C15H24/c1-11(2)13-8-9-14-7-5-6-12(3)15(14,4)10-13/h7,12-13H,1,5-6,8-10H2,2-4H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CHEMOSPHERE.2015.07.075,0.0.8
PSDI01AFE7,"InChI=1S/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H/i1D,2D,3D,4D,5D,6D,7D,8D",0.04,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI01AFE8,"InChI=1S/C11H10/c1-9-5-4-7-10-6-2-3-8-11(9)10/h2-8H,1H3/i1D3,2D,3D,4D,5D,6D,7D,8D",0.05,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI01AFE9,"InChI=1S/C7H16O/c1-3-4-5-7(2)6-8/h7-8H,3-6H2,1-2H3",0.69,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI01AFEA,"InChI=1S/C11H20O/c1-9(2)8-5-6-10(9,3)11(4,12)7-8/h8,12H,5-7H2,1-4H3",0.09,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES0480264,0.0.8
PSDI01AFEB,"InChI=1S/C15H24O/c1-5-12(3)11-15(4,6-2)13-7-9-14(16)10-8-13/h7-10,12,16H,5-6,11H2,1-4H3",2.9,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.ATMOSENV.2004.05.013,0.0.8
PSDI01AFEB,"InChI=1S/C15H24O/c1-5-12(3)11-15(4,6-2)13-7-9-14(16)10-8-13/h7-10,12,16H,5-6,11H2,1-4H3",3.3,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.ATMOSENV.2004.05.013,0.0.8
PSDI01AFEC,"InChI=1S/C5H10O3/c1-4(7)5(2,8)3-6/h6-8H,1,3H2,2H3",390000000.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.5194/ACP-21-12141-2021,0.0.8
PSDI01AFED,"InChI=1S/C5H10O3/c1-4(2-6)5(8)3-7/h2,5-8H,3H2,1H3",620000000.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.5194/ACP-21-12141-2021,0.0.8
PSDI01AFED,"InChI=1S/C5H10O3/c1-4(2-6)5(8)3-7/h2,5-8H,3H2,1H3",780000000.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.5194/ACP-21-12141-2021,0.0.8
PSDI01AFEE,"InChI=1S/C5H12O4/c1-5(9,3-7)4(8)2-6/h4,6-9H,2-3H2,1H3",200000000.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.5194/ACP-21-12141-2021,0.0.8
PSDI01AFEE,"InChI=1S/C5H12O4/c1-5(9,3-7)4(8)2-6/h4,6-9H,2-3H2,1H3",310000000.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.5194/ACP-21-12141-2021,0.0.8
PSDI01AFEF,"InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h1,3-6,8-12H,2H2",1200000000.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.5194/ACP-21-12141-2021,0.0.8
PSDI01AFEF,"InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h1,3-6,8-12H,2H2",780000000.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.5194/ACP-21-12141-2021,0.0.8
PSDI01AFF0,"InChI=1S/CH4O2/c1-3-2/h2H,1H3",2.5,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1080/10020070412331344291,0.0.8
PSDI01AFF1,"InChI=1S/CH4O3/c2-1-4-3/h2-3H,1H2",16000.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JP951168N,0.0.8
PSDI01AFF2,"InChI=1S/C2H6O4/c3-1-5-6-2-4/h3-4H,1-2H2",99000.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1029/93JD01022,0.0.8
PSDI01AFF3,InChI=1S/C2H3O3/c1-2(3)5-4/h1H3,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1029/96GL01286,0.0.8
PSDI01AFF4,"InChI=1S/C5H10O3/c1-3-5(2,4-6)8-7/h3,6-7H,1,4H2,2H3",1200.0,25.0,InChI=1S/H2O/h1H2,Sander2023,Atmospheric chemistry of isoprene hydroxyhydroperoxides,0.0.8
PSDI01AFF5,"InChI=1S/C5H10O3/c1-4(2)5(3-6)8-7/h5-7H,1,3H2,2H3",120.0,25.0,InChI=1S/H2O/h1H2,Sander2023,Atmospheric chemistry of isoprene hydroxyhydroperoxides,0.0.8
PSDI01AFF6,InChI=1S/CH2O/c1-2/h1H2,35.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES504540C,0.0.8
PSDI01AFF7,"InChI=1S/C7H12O/c1-2-3-4-5-6-7-8/h3-4,7H,2,5-6H2,1H3",0.09,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE0495942,0.0.8
PSDI01AFF8,"InChI=1S/C8H14O/c1-2-3-4-5-6-7-8-9/h6-8H,2-5H2,1H3",0.13,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JF60178A004,0.0.8
PSDI01AFF9,"InChI=1S/C9H16O/c1-2-3-4-5-6-7-8-9-10/h7-9H,2-6H2,1H3",0.06,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JF9702508,0.0.8
PSDI01AFFA,"InChI=1S/C9H14O/c1-2-3-4-5-6-7-8-9-10/h3-4,7-9H,2,5-6H2,1H3",0.08,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES0480264,0.0.8
PSDI01AFFB,InChI=1S/C3H6O/c1-3(2)4/h1-2H3/i3+1,0.31,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI01AFFC,"InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3/i2D3,3D2",0.37,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI01AFFD,"InChI=1S/C6H12O/c1-3-4-5-6(2)7/h3-5H2,1-2H3/i2D3,5D2",0.17,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI01AFFE,"InChI=1S/C8H8O/c1-7(9)8-5-3-2-4-6-8/h2-6H,1H3/i2D,3D,4D,5D,6D",2.3,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI01AFFF,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3/i4+1",0.07,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI01B000,"InChI=1S/C13H20O3/c1-3-4-5-6-11-10(7-8-12(11)14)9-13(15)16-2/h4-5,10-11H,3,6-9H2,1-2H3",50.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.5194/BG-5-1287-2008,0.0.8
PSDI01B001,"InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3/i1D3,2D3,3D2,4D2",0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI01B002,"InChI=1S/C9H20O/c1-5-6-7-8-9(2,3)10-4/h5-8H2,1-4H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.FLUID.2006.02.022,0.0.8
PSDI01B003,"InChI=1S/C10H22O/c1-7-11-10(5,6)8-9(2,3)4/h7-8H2,1-6H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.FLUID.2006.02.022,0.0.8
PSDI01B004,"InChI=1S/C4H8O/c1-2-4-5-3-1/h1-4H2/i1D2,2D2,3D2,4D2",0.23,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI01B005,"InChI=1S/C4H8O2/c1-2-6-4-3-5-1/h1-4H2/i1D2,2D2,3D2,4D2",2.8,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI01B006,"InChI=1S/C10H16O/c1-7(2)8-4-5-10(3)9(6-8)11-10/h8-9H,1,4-6H2,2-3H3",0.06,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE980070+,0.0.8
PSDI01B007,"InChI=1S/C8H10O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-4,9-10H,5H2,1H3",96000.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ACS.EST.9B06443,0.0.8
PSDI01B008,"InChI=1S/C10H14O3/c1-3-13-7-8-4-5-9(11)10(6-8)12-2/h4-6,11H,3,7H2,1-2H3",410.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ACS.EST.9B06443,0.0.8
PSDI01B009,"InChI=1S/C10H12O3/c1-7(11)5-8-3-4-9(12)10(6-8)13-2/h3-4,6,12H,5H2,1-2H3",12000.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ACS.EST.9B06443,0.0.8
PSDI01B00A,"InChI=1S/C12H16O4/c1-8(13)4-5-9-6-10(15-2)12(14)11(7-9)16-3/h6-7,14H,4-5H2,1-3H3",1200000.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ACS.EST.9B06443,0.0.8
PSDI01B00B,"InChI=1S/C4H12N2/c1-6-4-2-3-5/h6H,2-5H2,1H3",1400.0,25.0,InChI=1S/H2O/h1H2,Sander2023,Amine Volatility in \chem{CO_2} Capture,0.0.8
PSDI01B00C,"InChI=1S/C4H7N/c1-2-4-5-3-1/h3H,1-2,4H2",1.6,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1093/CHEMSE/3.1.57,0.0.8
